Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Factory_Lat,Factory_Lon,Cust_Lat,Cust_Lon,Distance_km
1563,US-2021-165309-CHO-NUT-13000,2024-11-11,2027-05-08,Standard Class,165309,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1564,US-2021-159618-CHO-TRI-54000,2024-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,908,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1565,US-2021-122609-CHO-MIL-31000,2024-11-12,2027-05-11,Standard Class,122609,United States,Carrollton,Texas,75007,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,910,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1566,US-2021-151295-CHO-FUD-51000,2024-11-12,2027-05-09,Standard Class,151295,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1567,US-2021-159618-CHO-MIL-31000,2024-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,908,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1568,US-2021-164910-CHO-FUD-51000,2024-11-12,2027-05-10,Second Class,164910,United States,Asheville,North Carolina,28806,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,35.630066,-79.806419,2940.3962706313678
1569,US-2021-151295-CHO-FUD-51000,2024-11-12,2027-05-09,Standard Class,151295,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1570,US-2021-159618-CHO-NUT-13000,2024-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1571,US-2021-151078-CHO-MIL-31000,2024-11-12,2027-05-05,Same Day,151078,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,904,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1572,US-2021-159618-CHO-FUD-51000,2024-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1573,US-2021-122609-CHO-TRI-54000,2024-11-12,2027-05-11,Standard Class,122609,United States,Carrollton,Texas,75007,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1574,US-2021-159618-CHO-FUD-51000,2024-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1575,US-2021-166989-CHO-FUD-51000,2024-11-14,2027-05-11,Standard Class,166989,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1576,US-2021-162362-CHO-MIL-31000,2024-11-14,2027-05-11,Standard Class,162362,United States,Midland,Michigan,48640,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,908,Wicked Choccy's,32.076176,-81.088371,43.326618,-84.536095,1286.914759831898
1577,US-2021-162362-CHO-SCR-58000,2024-11-14,2027-05-11,Standard Class,162362,United States,Midland,Michigan,48640,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,32.881893,-111.768036,43.326618,-84.536095,2634.443188447122
1578,US-2021-125556-CHO-MIL-31000,2024-11-14,2027-05-09,Second Class,125556,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,906,Wicked Choccy's,32.076176,-81.088371,41.597782,-72.755371,1291.186994957699
1579,US-2021-161634-CHO-NUT-13000,2024-11-14,2027-05-13,Standard Class,161634,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,910,Lot's O' Nuts,32.881893,-111.768036,37.769337,-78.169968,3079.1529133029303
1580,US-2021-166989-CHO-TRI-54000,2024-11-14,2027-05-11,Standard Class,166989,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,908,Wicked Choccy's,32.076176,-81.088371,42.165726,-74.948051,1246.1444069037575
1581,US-2021-151554-OTH-GUM-21000,2024-11-14,2027-05-08,First Class,151554,United States,Pasadena,Texas,77506,Other,Interior,OTH-GUM-21000,Wonka Gum,5.0,4,2.6,2.4,905,Secret Factory,41.446333,-90.565487,31.054487,-97.563461,1313.7789182738675
1582,US-2021-125556-CHO-TRI-54000,2024-11-14,2027-05-09,Second Class,125556,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,906,Wicked Choccy's,32.076176,-81.088371,41.597782,-72.755371,1291.186994957699
1583,US-2021-127558-CHO-TRI-54000,2024-11-15,2027-05-11,First Class,127558,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,907,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1584,US-2021-116407-CHO-NUT-13000,2024-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,910,Lot's O' Nuts,32.881893,-111.768036,35.747845,-86.692345,2318.506896958026
1585,US-2021-116407-CHO-SCR-58000,2024-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,910,Lot's O' Nuts,32.881893,-111.768036,35.747845,-86.692345,2318.506896958026
1586,US-2021-128888-CHO-TRI-54000,2024-11-15,2027-05-15,Standard Class,128888,United States,Houston,Texas,77095,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,911,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1587,US-2021-116407-CHO-NUT-13000,2024-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,910,Lot's O' Nuts,32.881893,-111.768036,35.747845,-86.692345,2318.506896958026
1588,US-2021-128622-CHO-MIL-31000,2024-11-15,2027-05-10,Second Class,128622,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,906,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1589,US-2021-127558-CHO-FUD-51000,2024-11-15,2027-05-11,First Class,127558,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,907,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1590,US-2021-127558-CHO-FUD-51000,2024-11-15,2027-05-11,First Class,127558,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,907,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1591,US-2021-119144-CHO-SCR-58000,2024-11-16,2027-05-11,First Class,119144,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1592,US-2021-139500-CHO-SCR-58000,2024-11-16,2027-05-13,Standard Class,139500,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,908,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1593,US-2021-147704-CHO-TRI-54000,2024-11-16,2027-05-14,Standard Class,147704,United States,Bloomington,Indiana,47401,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,909,Wicked Choccy's,32.076176,-81.088371,39.849426,-86.258278,981.1660865190305
1594,US-2021-147704-CHO-SCR-58000,2024-11-16,2027-05-14,Standard Class,147704,United States,Bloomington,Indiana,47401,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,909,Lot's O' Nuts,32.881893,-111.768036,39.849426,-86.258278,2402.075101325645
1595,US-2021-160066-CHO-FUD-51000,2024-11-16,2027-05-15,Standard Class,160066,United States,Huntington Beach,California,92646,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1596,US-2021-147704-CHO-NUT-13000,2024-11-16,2027-05-14,Standard Class,147704,United States,Bloomington,Indiana,47401,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,909,Lot's O' Nuts,32.881893,-111.768036,39.849426,-86.258278,2402.075101325645
1597,US-2021-147704-CHO-NUT-13000,2024-11-16,2027-05-14,Standard Class,147704,United States,Bloomington,Indiana,47401,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,39.849426,-86.258278,2402.075101325645
1598,US-2021-119144-CHO-NUT-13000,2024-11-16,2027-05-11,First Class,119144,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,906,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1599,US-2021-149643-CHO-NUT-13000,2024-11-16,2027-05-13,Standard Class,149643,United States,Manhattan,Kansas,66502,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,908,Lot's O' Nuts,32.881893,-111.768036,38.5266,-96.726486,1493.7083123743528
1600,US-2021-119144-CHO-SCR-58000,2024-11-16,2027-05-11,First Class,119144,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,906,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1601,US-2021-128209-CHO-SCR-58000,2024-11-17,2027-05-15,Standard Class,128209,United States,Buffalo,New York,14215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1602,US-2021-145926-CHO-MIL-31000,2024-11-17,2027-05-14,Standard Class,145926,United States,Moorhead,Minnesota,56560,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,908,Wicked Choccy's,32.076176,-81.088371,45.694454,-93.900192,1871.7881137896757
1603,US-2021-159835-CHO-MIL-31000,2024-11-17,2027-05-17,Standard Class,159835,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,911,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
1604,US-2021-119375-OTH-LIC-15000,2024-11-17,2027-05-15,Standard Class,119375,United States,Newark,Delaware,19711,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,909,Secret Factory,41.446333,-90.565487,39.318523,-75.507141,1295.4716203349644
1605,US-2021-140662-CHO-TRI-54000,2024-11-17,2027-05-12,First Class,140662,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,906,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1606,US-2021-119375-CHO-MIL-31000,2024-11-17,2027-05-15,Standard Class,119375,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,909,Wicked Choccy's,32.076176,-81.088371,39.318523,-75.507141,949.5324680778724
1607,US-2021-128209-CHO-FUD-51000,2024-11-17,2027-05-15,Standard Class,128209,United States,Buffalo,New York,14215,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1608,US-2021-130869-CHO-SCR-58000,2024-11-17,2027-05-14,Standard Class,130869,United States,Cedar Hill,Texas,75104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1609,US-2021-159835-CHO-NUT-13000,2024-11-17,2027-05-17,Standard Class,159835,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,911,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1610,US-2021-140662-CHO-MIL-31000,2024-11-17,2027-05-12,First Class,140662,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,906,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1611,US-2021-101833-CHO-FUD-51000,2024-11-17,2027-05-15,Second Class,101833,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1612,US-2021-119375-CHO-SCR-58000,2024-11-17,2027-05-15,Standard Class,119375,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,909,Lot's O' Nuts,32.881893,-111.768036,39.318523,-75.507141,3312.243728003034
1613,US-2021-140662-CHO-TRI-54000,2024-11-17,2027-05-12,First Class,140662,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,906,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1614,US-2021-163468-CHO-SCR-58000,2024-11-18,2027-05-14,First Class,163468,United States,Des Plaines,Illinois,60016,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,907,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1615,US-2021-161032-CHO-FUD-51000,2024-11-18,2027-05-16,Standard Class,161032,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,44.268543,-89.616508,2292.9388744035473
1616,US-2021-159926-CHO-TRI-54000,2024-11-18,2027-05-15,Standard Class,159926,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,908,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
1617,US-2021-163468-CHO-NUT-13000,2024-11-18,2027-05-14,First Class,163468,United States,Des Plaines,Illinois,60016,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,907,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1618,US-2021-124702-CHO-FUD-51000,2024-11-18,2027-05-18,Standard Class,124702,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,911,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
1619,US-2021-164210-CHO-SCR-58000,2024-11-18,2027-05-13,Second Class,164210,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,906,Lot's O' Nuts,32.881893,-111.768036,39.059811,-105.311104,899.2108406443278
1620,US-2021-163468-CHO-TRI-54000,2024-11-18,2027-05-14,First Class,163468,United States,Des Plaines,Illinois,60016,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,907,Wicked Choccy's,32.076176,-81.088371,40.349457,-88.986137,1160.0812980578014
1621,US-2021-124702-CHO-FUD-51000,2024-11-18,2027-05-18,Standard Class,124702,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,911,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
1622,US-2021-115336-CHO-NUT-13000,2024-11-18,2027-05-18,Standard Class,115336,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,911,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1623,US-2021-133809-CHO-NUT-13000,2024-11-18,2027-05-16,Second Class,133809,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,909,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
1624,US-2021-159926-CHO-SCR-58000,2024-11-18,2027-05-15,Standard Class,159926,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,908,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1625,US-2021-159926-CHO-FUD-51000,2024-11-18,2027-05-15,Standard Class,159926,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1626,US-2021-163468-CHO-SCR-58000,2024-11-18,2027-05-14,First Class,163468,United States,Des Plaines,Illinois,60016,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,907,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1627,US-2021-164210-CHO-SCR-58000,2024-11-18,2027-05-13,Second Class,164210,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,906,Lot's O' Nuts,32.881893,-111.768036,39.059811,-105.311104,899.2108406443278
1628,US-2021-104829-CHO-FUD-51000,2024-11-18,2027-05-14,Second Class,104829,United States,Provo,Utah,84604,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,907,Lot's O' Nuts,32.881893,-111.768036,40.150032,-111.862434,808.2240541503577
1629,US-2021-163468-CHO-MIL-31000,2024-11-18,2027-05-14,First Class,163468,United States,Des Plaines,Illinois,60016,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,907,Wicked Choccy's,32.076176,-81.088371,40.349457,-88.986137,1160.0812980578014
1630,US-2021-141173-CHO-FUD-51000,2024-11-18,2027-05-13,Second Class,141173,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,906,Lot's O' Nuts,32.881893,-111.768036,45.694454,-93.900192,2087.3234636827005
1631,US-2021-159926-CHO-TRI-54000,2024-11-18,2027-05-15,Standard Class,159926,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,908,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
1632,US-2021-159926-CHO-MIL-31000,2024-11-18,2027-05-15,Standard Class,159926,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,908,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
1633,US-2021-133809-CHO-TRI-54000,2024-11-18,2027-05-16,Second Class,133809,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,909,Wicked Choccy's,32.076176,-81.088371,40.388783,-82.764915,936.4160146077991
1634,US-2021-123183-CHO-SCR-58000,2024-11-19,2027-05-18,Standard Class,123183,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,910,Lot's O' Nuts,32.881893,-111.768036,39.318523,-75.507141,3312.243728003034
1635,US-2021-123183-CHO-TRI-54000,2024-11-19,2027-05-18,Standard Class,123183,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,910,Wicked Choccy's,32.076176,-81.088371,39.318523,-75.507141,949.5324680778724
1636,US-2021-123183-CHO-TRI-54000,2024-11-19,2027-05-18,Standard Class,123183,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,32.076176,-81.088371,39.318523,-75.507141,949.5324680778724
1637,US-2021-123183-CHO-TRI-54000,2024-11-19,2027-05-18,Standard Class,123183,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,910,Wicked Choccy's,32.076176,-81.088371,39.318523,-75.507141,949.5324680778724
1638,US-2021-100972-CHO-TRI-54000,2024-11-19,2027-05-17,Second Class,100972,United States,Salt Lake City,Utah,84106,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909,Wicked Choccy's,32.076176,-81.088371,40.150032,-111.862434,2889.6741465646514
1639,US-2021-128062-CHO-SCR-58000,2024-11-19,2027-05-15,Second Class,128062,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,907,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1640,US-2021-150518-CHO-MIL-31000,2024-11-19,2027-05-17,Standard Class,150518,United States,Coon Rapids,Minnesota,55433,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,909,Wicked Choccy's,32.076176,-81.088371,45.694454,-93.900192,1871.7881137896757
1641,US-2021-158274-CHO-MIL-31000,2024-11-19,2027-05-17,Second Class,158274,United States,Monroe,Louisiana,71203,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,31.169546,-91.867805,1025.1761030349362
1642,US-2021-149034-CHO-SCR-58000,2024-11-19,2027-05-14,First Class,149034,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,906,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1643,US-2021-150518-CHO-FUD-51000,2024-11-19,2027-05-17,Standard Class,150518,United States,Coon Rapids,Minnesota,55433,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,45.694454,-93.900192,2087.3234636827005
1644,US-2021-144624-CHO-FUD-51000,2024-11-19,2027-05-16,Standard Class,144624,United States,Jamestown,New York,14701,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,908,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1645,US-2021-158274-OTH-GUM-21000,2024-11-19,2027-05-17,Second Class,158274,United States,Monroe,Louisiana,71203,Other,Gulf,OTH-GUM-21000,Wonka Gum,5.0,4,2.6,2.4,909,Secret Factory,41.446333,-90.565487,31.169546,-91.867805,1148.627810275621
1646,US-2021-158274-CHO-NUT-13000,2024-11-19,2027-05-17,Second Class,158274,United States,Monroe,Louisiana,71203,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,31.169546,-91.867805,1882.8642117219292
1647,US-2021-140396-CHO-FUD-51000,2024-11-20,2027-05-18,Standard Class,140396,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1648,US-2021-140396-CHO-NUT-13000,2024-11-20,2027-05-18,Standard Class,140396,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1649,US-2021-140396-CHO-FUD-51000,2024-11-20,2027-05-18,Standard Class,140396,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
